LockedEtherPattern	3355	compliant
LockedEtherPattern	3358	compliant
LockedEtherPattern	3359	compliant
LockedEtherPattern	3360	compliant
DAOConstantGasPattern	2867	compliant
MissingInputValidationPattern	267	compliant
MissingInputValidationPattern	269	violation
MissingInputValidationPattern	270	warning
MissingInputValidationPattern	272	compliant
MissingInputValidationPattern	302	compliant
MissingInputValidationPattern	304	violation
MissingInputValidationPattern	305	warning
MissingInputValidationPattern	307	compliant
MissingInputValidationPattern	311	compliant
MissingInputValidationPattern	312	violation
MissingInputValidationPattern	313	violation
MissingInputValidationPattern	342	compliant
MissingInputValidationPattern	343	violation
MissingInputValidationPattern	344	warning
MissingInputValidationPattern	345	compliant
MissingInputValidationPattern	348	compliant
MissingInputValidationPattern	350	violation
MissingInputValidationPattern	351	violation
MissingInputValidationPattern	353	compliant
MissingInputValidationPattern	354	violation
MissingInputValidationPattern	355	violation
MissingInputValidationPattern	357	compliant
MissingInputValidationPattern	359	violation
RepeatedCallPattern	2831	compliant
RepeatedCallPattern	2832	compliant
RepeatedCallPattern	2833	compliant
RepeatedCallPattern	2834	compliant
RepeatedCallPattern	2835	compliant
RepeatedCallPattern	2836	compliant
RepeatedCallPattern	2837	compliant
RepeatedCallPattern	2838	compliant
RepeatedCallPattern	2839	compliant
RepeatedCallPattern	2840	compliant
RepeatedCallPattern	2841	compliant
RepeatedCallPattern	2842	compliant
RepeatedCallPattern	2843	compliant
RepeatedCallPattern	2844	compliant
RepeatedCallPattern	2845	compliant
RepeatedCallPattern	2846	compliant
RepeatedCallPattern	2847	compliant
RepeatedCallPattern	2848	compliant
RepeatedCallPattern	2849	compliant
RepeatedCallPattern	2850	compliant
RepeatedCallPattern	2851	compliant
RepeatedCallPattern	2852	compliant
RepeatedCallPattern	2853	compliant
RepeatedCallPattern	2854	compliant
RepeatedCallPattern	2855	compliant
RepeatedCallPattern	2856	compliant
RepeatedCallPattern	2857	compliant
RepeatedCallPattern	2858	compliant
RepeatedCallPattern	2859	compliant
RepeatedCallPattern	2860	compliant
RepeatedCallPattern	2861	compliant
RepeatedCallPattern	2862	compliant
RepeatedCallPattern	2863	compliant
RepeatedCallPattern	2864	compliant
RepeatedCallPattern	2865	compliant
RepeatedCallPattern	2866	compliant
RepeatedCallPattern	2867	compliant
RepeatedCallPattern	2868	compliant
RepeatedCallPattern	2869	compliant
RepeatedCallPattern	2870	compliant
RepeatedCallPattern	2871	compliant
RepeatedCallPattern	2872	compliant
RepeatedCallPattern	2873	compliant
RepeatedCallPattern	2874	compliant
RepeatedCallPattern	2875	compliant
RepeatedCallPattern	2876	compliant
RepeatedCallPattern	2877	compliant
RepeatedCallPattern	2878	compliant
RepeatedCallPattern	2879	compliant
TODAmountPattern	2867	warning
TODReceiverPattern	2867	violation
TODTransferPattern	2867	compliant
UnhandledExceptionPattern	2868	violation
UnrestrictedEtherFlowPattern	2867	violation
UnrestrictedEtherFlowPattern	2868	compliant
UnrestrictedWritePattern	1661	violation
UnrestrictedWritePattern	1663	violation
UnrestrictedWritePattern	1666	violation
UnrestrictedWritePattern	1668	violation
UnrestrictedWritePattern	1679	violation
UnrestrictedWritePattern	1681	violation
UnrestrictedWritePattern	1682	violation
UnrestrictedWritePattern	1684	violation
UnrestrictedWritePattern	1685	violation
UnrestrictedWritePattern	1691	compliant
UnrestrictedWritePattern	1909	violation
UnrestrictedWritePattern	1911	violation
UnrestrictedWritePattern	1914	violation
UnrestrictedWritePattern	1916	violation
UnrestrictedWritePattern	1927	violation
UnrestrictedWritePattern	1929	violation
UnrestrictedWritePattern	1930	violation
UnrestrictedWritePattern	1932	violation
UnrestrictedWritePattern	1933	violation
UnrestrictedWritePattern	1939	compliant
UnrestrictedWritePattern	1960	violation
UnrestrictedWritePattern	1962	violation
UnrestrictedWritePattern	1964	violation
UnrestrictedWritePattern	1975	violation
UnrestrictedWritePattern	1977	violation
UnrestrictedWritePattern	1979	violation
UnrestrictedWritePattern	2203	violation
UnrestrictedWritePattern	2205	violation
UnrestrictedWritePattern	2208	violation
UnrestrictedWritePattern	2210	violation
UnrestrictedWritePattern	2221	violation
UnrestrictedWritePattern	2223	violation
UnrestrictedWritePattern	2224	violation
UnrestrictedWritePattern	2226	violation
UnrestrictedWritePattern	2227	violation
UnrestrictedWritePattern	2233	compliant
UnrestrictedWritePattern	2254	violation
UnrestrictedWritePattern	2256	violation
UnrestrictedWritePattern	2258	violation
UnrestrictedWritePattern	2269	violation
UnrestrictedWritePattern	2271	violation
UnrestrictedWritePattern	2273	violation
UnrestrictedWritePattern	2286	violation
UnrestrictedWritePattern	2288	violation
UnrestrictedWritePattern	2290	violation
UnrestrictedWritePattern	2301	violation
UnrestrictedWritePattern	2303	violation
UnrestrictedWritePattern	2305	violation
ShadowedStateVariablePattern	3454	violation
ShadowedStateVariablePattern	3457	violation
ShadowedStateVariablePattern	3460	violation
ShadowedStateVariablePattern	3531	violation
ShadowedStateVariablePattern	3534	violation
ShadowedStateVariablePattern	3537	violation
ShadowedStateVariablePattern	3616	violation
ShadowedStateVariablePattern	3619	violation
UnusedStateVariablePattern	3454	violation
UnusedStateVariablePattern	3457	violation
UnusedStateVariablePattern	3460	violation
UnusedStateVariablePattern	3463	violation
UnusedStateVariablePattern	3466	violation
UnusedStateVariablePattern	3530	violation
UnusedStateVariablePattern	3537	violation
UnusedStateVariablePattern	3539	violation
UnusedStateVariablePattern	3540	violation
UnusedStateVariablePattern	3612	violation
UnusedStateVariablePattern	3615	violation
UnusedStateVariablePattern	3619	violation
UnusedStateVariablePattern	3621	violation
UnusedStateVariablePattern	3622	violation
UnusedStateVariablePattern	3706	violation
UnusedStateVariablePattern	3709	violation
UnusedStateVariablePattern	3711	violation
UninitializedStateVariablePattern	3454	violation
UninitializedStateVariablePattern	3457	violation
UninitializedStateVariablePattern	3460	violation
UninitializedStateVariablePattern	3463	conflict
UninitializedStateVariablePattern	3466	conflict
UninitializedStateVariablePattern	3528	warning
UninitializedStateVariablePattern	3529	warning
UninitializedStateVariablePattern	3530	violation
UninitializedStateVariablePattern	3531	warning
UninitializedStateVariablePattern	3534	warning
UninitializedStateVariablePattern	3537	violation
UninitializedStateVariablePattern	3539	conflict
UninitializedStateVariablePattern	3540	conflict
UninitializedStateVariablePattern	3610	warning
UninitializedStateVariablePattern	3611	warning
UninitializedStateVariablePattern	3612	violation
UninitializedStateVariablePattern	3613	warning
UninitializedStateVariablePattern	3614	warning
UninitializedStateVariablePattern	3615	violation
UninitializedStateVariablePattern	3619	violation
UninitializedStateVariablePattern	3621	conflict
UninitializedStateVariablePattern	3622	conflict
